"","Condition","Subject","ICS","typUS","typCS","pdset","pdval","pd.rt","prerating","postrating","vm.resp","vm.rt","vm.correct","im.correct","im.rt","pdtrain.correct"
"2133","Exclusion","90","HM34","pos","neutral","Memory","unpleasant",3043,10,10,"pleasant",1639,"TRUE","FALSE",4891,0.875
"2134","Exclusion","90","HM35","pos","neutral","Attitude","pleasant",5246,0,-30,"unpleasant",1000,"FALSE","FALSE",4492,0.875
"2135","Exclusion","90","HM37","neg","neg","Attitude","pleasant",2728,-50,-70,"dont know",1094,NA,"TRUE",1775,0.875
"2136","Exclusion","90","HM44","neg","neutral","Memory","pleasant",4995,10,-10,"unpleasant",1333,"TRUE","FALSE",2779,0.875
"2137","Exclusion","90","HM45","neg","neg","Attitude","pleasant",5859,-80,-80,"dont know",2026,NA,"FALSE",2896,0.875
"2138","Exclusion","90","HM46","neg","neutral","Memory","unpleasant",3130,-10,-30,"unpleasant",1082,"TRUE","FALSE",2934,0.875
"2139","Exclusion","90","HM47","neg","neutral","Memory","unpleasant",2340,10,-70,"unpleasant",1379,"TRUE","TRUE",4526,0.875
"2140","Exclusion","90","HM50","pos","pos","Attitude","unpleasant",6003,90,90,"pleasant",2828,"TRUE","TRUE",4968,0.875
"2141","Exclusion","90","HM59","pos","pos","Attitude","unpleasant",3113,80,60,"dont know",1373,NA,"FALSE",5214,0.875
"2142","Exclusion","90","HW01","pos","pos","Attitude","unpleasant",2140,80,70,"dont know",1874,NA,"FALSE",7457,0.875
"2143","Exclusion","90","HW05","pos","pos","Attitude","unpleasant",5378,80,80,"pleasant",1360,"TRUE","TRUE",3963,0.875
"2144","Exclusion","90","HW06","pos","pos","Attitude","unpleasant",2477,80,60,"dont know",929,NA,"TRUE",2116,0.875
"2145","Exclusion","90","HW09","pos","neutral","Memory","pleasant",4060,10,10,"pleasant",1194,"TRUE","TRUE",2640,0.875
"2146","Exclusion","90","HW10","pos","neutral","Memory","pleasant",2629,-5,10,"dont know",1379,NA,"FALSE",4192,0.875
"2147","Exclusion","90","HW16","neg","neutral","Memory","unpleasant",4517,0,20,"pleasant",3771,"FALSE","FALSE",2787,0.875
"2148","Exclusion","90","HW20","neg","neutral","Memory","pleasant",3992,5,30,"pleasant",1235,"FALSE","TRUE",3297,0.875
"2149","Exclusion","90","HW24","pos","neutral","Memory","pleasant",2399,0,50,"pleasant",1115,"TRUE","TRUE",3399,0.875
"2150","Exclusion","90","HW25","neg","neutral","Memory","unpleasant",4996,0,60,"pleasant",1551,"FALSE","FALSE",4698,0.875
"2151","Exclusion","90","HW30","neg","neutral","Memory","pleasant",2840,0,-30,"dont know",3821,NA,"FALSE",4466,0.875
"2152","Exclusion","90","HW33","neg","neutral","Attitude","pleasant",1940,-10,-30,"dont know",1641,NA,"FALSE",2347,0.875
"2153","Exclusion","90","HW35","neg","neg","Attitude","pleasant",3468,-60,-70,"dont know",1833,NA,"FALSE",2180,0.875
"2154","Exclusion","90","HW36","pos","pos","Attitude","unpleasant",3320,80,50,"dont know",2057,NA,"FALSE",3679,0.875
"2155","Exclusion","90","HW42","pos","neutral","Memory","pleasant",2627,10,20,"dont know",2597,NA,"TRUE",5218,0.875
"2156","Exclusion","90","HW47","neg","neutral","Attitude","pleasant",3858,-5,-30,"dont know",1066,NA,"TRUE",2891,0.875
"2157","Exclusion","90","HW51","pos","neutral","Memory","pleasant",2600,10,50,"pleasant",2144,"TRUE","FALSE",2353,0.875
"2158","Exclusion","90","HW52","neg","neg","Attitude","pleasant",2684,-60,-40,"dont know",1297,NA,"FALSE",4527,0.875
"2159","Exclusion","90","HW56","neg","neg","Attitude","pleasant",5170,-60,-50,"dont know",1243,NA,"TRUE",3992,0.875
"2160","Exclusion","90","HW59","neg","neg","Attitude","pleasant",2102,-90,-90,"dont know",878,NA,"TRUE",4472,0.875
"2321","Exclusion","99","HM02","pos","neutral","Memory","pleasant",4961,-13,-16,"unpleasant",5894,"FALSE","TRUE",8825,0.875
"2322","Exclusion","99","HM04","neg","neg","Attitude","pleasant",3715,-46,-32,"unpleasant",1134,"TRUE","TRUE",13822,0.875
"2323","Exclusion","99","HM10","neg","neg","Attitude","pleasant",2927,-51,-32,"unpleasant",4334,"TRUE","FALSE",2069,0.875
"2324","Exclusion","99","HM15","pos","pos","Attitude","unpleasant",14668,73,34,"dont know",1808,NA,"FALSE",10671,0.875
"2325","Exclusion","99","HM17","pos","pos","Attitude","unpleasant",1970,67,30,"dont know",5945,NA,"TRUE",11020,0.875
"2326","Exclusion","99","HM18","neg","neutral","Memory","unpleasant",18123,-8,-38,"unpleasant",1187,"TRUE","FALSE",7470,0.875
"2327","Exclusion","99","HM19","neg","neutral","Memory","unpleasant",3326,-15,-33,"unpleasant",2377,"TRUE","FALSE",16421,0.875
"2328","Exclusion","99","HM22","neg","neg","Attitude","pleasant",2237,-60,-42,"dont know",2190,NA,"FALSE",3971,0.875
"2329","Exclusion","99","HM24","pos","neutral","Memory","unpleasant",9276,2,10,"dont know",3800,NA,"FALSE",22799,0.875
"2330","Exclusion","99","HM26","neg","neutral","Memory","unpleasant",5697,-14,-20,"unpleasant",1188,"TRUE","TRUE",10103,0.875
"2331","Exclusion","99","HM29","pos","neutral","Memory","unpleasant",4850,-7,8,"dont know",1575,NA,"TRUE",27886,0.875
"2332","Exclusion","99","HM30","pos","neutral","Memory","pleasant",8746,9,6,"pleasant",1401,"TRUE","TRUE",11548,0.875
"2333","Exclusion","99","HM33","neg","neutral","Memory","unpleasant",9162,16,17,"unpleasant",1673,"TRUE","TRUE",7330,0.875
"2334","Exclusion","99","HM34","pos","neutral","Memory","pleasant",7723,-13,7,"dont know",4043,NA,"FALSE",9065,0.875
"2335","Exclusion","99","HM35","neg","neutral","Memory","unpleasant",11173,-17,-35,"unpleasant",3054,"TRUE","FALSE",3409,0.875
"2336","Exclusion","99","HM38","neg","neutral","Attitude","unpleasant",3269,15,36,"unpleasant",689,"TRUE","TRUE",4722,0.875
"2337","Exclusion","99","HM40","neg","neg","Attitude","unpleasant",2541,-43,10,"pleasant",9674,"FALSE","FALSE",5436,0.875
"2338","Exclusion","99","HM43","neg","neutral","Memory","unpleasant",2167,12,6,"unpleasant",884,"TRUE","TRUE",10940,0.875
"2339","Exclusion","99","HM45","neg","neg","Attitude","pleasant",2874,-50,-46,"unpleasant",1182,"TRUE","FALSE",10628,0.875
"2340","Exclusion","99","HM58","pos","neutral","Memory","pleasant",6675,15,49,"pleasant",1877,"TRUE","TRUE",6984,0.875
"2341","Exclusion","99","HW06","pos","pos","Attitude","unpleasant",3809,65,38,"pleasant",2461,"TRUE","TRUE",8172,0.875
"2342","Exclusion","99","HW07","pos","pos","Attitude","unpleasant",2616,70,38,"pleasant",2453,"TRUE","TRUE",11738,0.875
"2343","Exclusion","99","HW09","pos","neutral","Memory","pleasant",6979,-11,-26,"pleasant",1640,"TRUE","FALSE",13533,0.875
"2344","Exclusion","99","HW10","pos","neutral","Attitude","unpleasant",2125,0,19,"dont know",4625,NA,"TRUE",5985,0.875
"2345","Exclusion","99","HW13","pos","pos","Attitude","unpleasant",1923,66,50,"dont know",2938,NA,"TRUE",3480,0.875
"2346","Exclusion","99","HW16","pos","neutral","Memory","pleasant",9471,-5,-20,"pleasant",9940,"TRUE","TRUE",10062,0.875
"2347","Exclusion","99","HW20","neg","neutral","Attitude","unpleasant",2008,12,26,"pleasant",2979,"FALSE","FALSE",5080,0.875
"2348","Exclusion","99","HW21","pos","pos","Attitude","unpleasant",3004,73,55,"pleasant",8498,"TRUE","FALSE",14157,0.875
"2349","Exclusion","99","HW24","pos","neutral","Memory","pleasant",7946,-6,14,"pleasant",1104,"TRUE","FALSE",25505,0.875
"2350","Exclusion","99","HW30","neg","neutral","Memory","pleasant",10812,16,19,"pleasant",3325,"FALSE","FALSE",11123,0.875
"2351","Exclusion","99","HW33","neg","neutral","Memory","pleasant",3582,-15,-17,"pleasant",3026,"FALSE","TRUE",11915,0.875
"2352","Exclusion","99","HW35","neg","neg","Attitude","pleasant",1767,-70,-47,"unpleasant",3883,"TRUE","FALSE",11236,0.875
"2353","Exclusion","99","HW36","pos","pos","Attitude","unpleasant",1745,67,51,"dont know",1152,NA,"FALSE",5566,0.875
"2354","Exclusion","99","HW39","pos","pos","Attitude","unpleasant",2925,69,46,"pleasant",1637,"TRUE","TRUE",6713,0.875
"2355","Exclusion","99","HW45","neg","neutral","Memory","unpleasant",8474,17,18,"unpleasant",1406,"TRUE","FALSE",4940,0.875
"2356","Exclusion","99","HW47","neg","neutral","Memory","unpleasant",5849,-9,6,"unpleasant",1404,"TRUE","TRUE",5474,0.875
"2357","Exclusion","99","HW50","neg","neg","Attitude","pleasant",12944,-61,-17,"unpleasant",1921,"TRUE","FALSE",11281,0.875
"2358","Exclusion","99","HW51","pos","neutral","Memory","unpleasant",9251,7,6,"pleasant",1248,"TRUE","FALSE",11746,0.875
"2359","Exclusion","99","HW56","neg","neg","Attitude","pleasant",4242,-45,-13,"dont know",5121,NA,"TRUE",7805,0.875
"2360","Exclusion","99","HW59","pos","neutral","Memory","unpleasant",1901,-10,-17,"pleasant",3713,"TRUE","FALSE",8112,0.875
"2401","Inclusion","101","HM01","pos","neutral","Attitude","unpleasant",3963,7,-19,"pleasant",2500,"TRUE","FALSE",8936,1
"2402","Inclusion","101","HM04","neg","neg","Attitude","unpleasant",3498,-47,-19,"unpleasant",6038,"TRUE","FALSE",11736,1
"2403","Inclusion","101","HM06","pos","neutral","Memory","pleasant",2346,8,18,"pleasant",995,"TRUE","FALSE",2446,1
"2404","Inclusion","101","HM09","pos","neutral","Attitude","pleasant",2856,8,21,"dont know",3207,NA,"TRUE",7979,1
"2405","Inclusion","101","HM11","neg","neutral","Attitude","unpleasant",2944,7,-16,"dont know",1122,NA,"FALSE",6072,1
"2406","Inclusion","101","HM15","neg","neutral","Attitude","unpleasant",4738,-8,-19,"dont know",782,NA,"TRUE",1977,1
"2407","Inclusion","101","HM20","neg","neutral","Memory","unpleasant",317,2,-20,"unpleasant",1009,"TRUE","FALSE",2479,1
"2408","Inclusion","101","HM22","neg","neg","Attitude","unpleasant",2946,-28,-22,"dont know",2100,NA,"TRUE",4560,1
"2409","Inclusion","101","HM23","pos","neutral","Memory","pleasant",2256,-12,-23,"dont know",1259,NA,"TRUE",9532,1
"2410","Inclusion","101","HM26","pos","neutral","Memory","pleasant",1813,-3,7,"pleasant",1199,"TRUE","FALSE",8548,1
"2411","Inclusion","101","HM29","pos","neutral","Memory","pleasant",5607,9,23,"dont know",1206,NA,"FALSE",2840,1
"2412","Inclusion","101","HM31","neg","neutral","Memory","pleasant",1583,-11,23,"pleasant",2350,"FALSE","FALSE",4528,1
"2413","Inclusion","101","HM34","neg","neg","Attitude","unpleasant",2254,-24,-11,"dont know",1676,NA,"TRUE",8048,1
"2414","Inclusion","101","HM35","neg","neutral","Memory","unpleasant",3061,9,6,"unpleasant",4865,"TRUE","TRUE",3694,1
"2415","Inclusion","101","HM38","neg","neutral","Memory","unpleasant",4667,8,4,"dont know",7233,NA,"FALSE",5159,1
"2416","Inclusion","101","HM39","neg","neutral","Memory","unpleasant",5274,9,13,"pleasant",3733,"FALSE","FALSE",5545,1
"2417","Inclusion","101","HM40","pos","neutral","Memory","pleasant",1748,11,23,"pleasant",1268,"TRUE","TRUE",3531,1
"2418","Inclusion","101","HM42","pos","pos","Memory","pleasant",3815,58,43,"dont know",1311,NA,"TRUE",28459,1
"2419","Inclusion","101","HM43","neg","neg","Attitude","unpleasant",1554,-20,-33,"dont know",1164,NA,"TRUE",8465,1
"2420","Inclusion","101","HM44","neg","neutral","Attitude","unpleasant",10762,-3,-7,"dont know",1374,NA,"FALSE",2738,1
"2421","Inclusion","101","HM45","neg","neg","Attitude","unpleasant",1417,-21,-29,"dont know",3211,NA,"FALSE",7239,1
"2422","Inclusion","101","HM47","neg","neutral","Memory","pleasant",2613,4,23,"pleasant",1115,"FALSE","TRUE",6637,1
"2423","Inclusion","101","HM49","neg","neg","Attitude","unpleasant",2161,-23,-11,"unpleasant",3712,"TRUE","FALSE",3696,1
"2424","Inclusion","101","HM50","pos","neutral","Memory","pleasant",2980,1,19,"pleasant",1047,"TRUE","TRUE",5553,1
"2425","Inclusion","101","HM60","neg","neg","Attitude","unpleasant",2718,-29,-10,"dont know",963,NA,"FALSE",3482,1
"2426","Inclusion","101","HW01","pos","pos","Memory","pleasant",4219,60,50,"dont know",1348,NA,"TRUE",2152,1
"2427","Inclusion","101","HW05","pos","pos","Memory","pleasant",4156,66,58,"dont know",4392,NA,"TRUE",5702,1
"2428","Inclusion","101","HW06","pos","pos","Attitude","pleasant",1490,65,53,"dont know",719,NA,"FALSE",10709,1
"2429","Inclusion","101","HW11","pos","neutral","Memory","pleasant",15599,3,47,"pleasant",2544,"TRUE","TRUE",7857,1
"2430","Inclusion","101","HW15","pos","pos","Attitude","pleasant",412,58,57,"dont know",1015,NA,"FALSE",5894,1
"2431","Inclusion","101","HW19","neg","neutral","Memory","pleasant",2712,-3,-13,"unpleasant",1222,"TRUE","FALSE",18398,1
"2432","Inclusion","101","HW23","pos","pos","Attitude","pleasant",3041,74,41,"dont know",1079,NA,"TRUE",5602,1
"2433","Inclusion","101","HW30","neg","neutral","Attitude","unpleasant",2866,8,-12,"dont know",3600,NA,"FALSE",5632,1
"2434","Inclusion","101","HW35","pos","neutral","Memory","pleasant",2086,-12,-18,"pleasant",1288,"TRUE","TRUE",3583,1
"2435","Inclusion","101","HW36","pos","pos","Attitude","pleasant",1426,65,56,"dont know",746,NA,"TRUE",5496,1
"2436","Inclusion","101","HW50","pos","neutral","Memory","pleasant",3232,12,7,"pleasant",1772,"TRUE","TRUE",7772,1
"2437","Inclusion","101","HW51","pos","neutral","Attitude","pleasant",2870,9,32,"pleasant",2273,"TRUE","FALSE",4223,1
"2438","Inclusion","101","HW53","pos","pos","Attitude","pleasant",3079,59,53,"dont know",700,NA,"TRUE",7536,1
"2439","Inclusion","101","HW58","neg","neutral","Memory","unpleasant",2385,10,24,"unpleasant",1152,"TRUE","TRUE",3189,1
"2440","Inclusion","101","HW59","neg","neg","Attitude","unpleasant",2178,-55,-40,"unpleasant",1837,"TRUE","FALSE",4903,1
"2441","Inclusion","102","HM01","pos","neutral","Memory","unpleasant",2186,19,-17,"unpleasant",4566,"FALSE","TRUE",13852,0.75
"2442","Inclusion","102","HM07","neg","neg","Attitude","unpleasant",2619,-100,-72,"dont know",590,NA,"TRUE",9331,0.75
"2443","Inclusion","102","HM21","neg","neutral","Memory","pleasant",5888,9,49,"dont know",1114,NA,"TRUE",6708,0.75
"2444","Inclusion","102","HM23","neg","neg","Attitude","unpleasant",2720,-100,-100,"dont know",1290,NA,"TRUE",7819,0.75
"2445","Inclusion","102","HM24","pos","neutral","Attitude","unpleasant",3281,-11,-41,"dont know",3592,NA,"TRUE",13188,0.75
"2446","Inclusion","102","HM26","neg","neg","Attitude","unpleasant",1895,-100,-100,"dont know",1094,NA,"FALSE",5267,0.75
"2447","Inclusion","102","HM30","pos","neutral","Memory","pleasant",5085,-7,-100,"dont know",1467,NA,"TRUE",8771,0.75
"2448","Inclusion","102","HM32","neg","neutral","Attitude","pleasant",7858,-8,56,"dont know",2013,NA,"TRUE",6260,0.75
"2449","Inclusion","102","HM33","neg","neutral","Memory","unpleasant",1972,0,-80,"unpleasant",1009,"TRUE","FALSE",3486,0.75
"2450","Inclusion","102","HM35","neg","neutral","Memory","unpleasant",2356,-18,-100,"unpleasant",900,"TRUE","TRUE",5862,0.75
"2451","Inclusion","102","HM38","neg","neutral","Attitude","unpleasant",5802,0,44,"unpleasant",2241,"TRUE","FALSE",5637,0.75
"2452","Inclusion","102","HM40","pos","neutral","Memory","unpleasant",1849,-25,-100,"dont know",2205,NA,"TRUE",10451,0.75
"2453","Inclusion","102","HM44","neg","neutral","Memory","unpleasant",2366,19,73,"unpleasant",1006,"TRUE","TRUE",3084,0.75
"2454","Inclusion","102","HM45","neg","neg","Attitude","unpleasant",2459,-100,-100,"dont know",645,NA,"FALSE",8454,0.75
"2455","Inclusion","102","HM47","neg","neg","Attitude","unpleasant",2125,-100,-100,"dont know",897,NA,"FALSE",13749,0.75
"2456","Inclusion","102","HM48","pos","pos","Attitude","pleasant",5417,100,17,"dont know",1056,NA,"TRUE",4015,0.75
"2457","Inclusion","102","HM50","neg","neutral","Memory","unpleasant",10383,-10,58,"unpleasant",1012,"TRUE","FALSE",8629,0.75
"2458","Inclusion","102","HM52","neg","neutral","Memory","unpleasant",1349,25,-100,"unpleasant",749,"TRUE","FALSE",21556,0.75
"2459","Inclusion","102","HM57","neg","neutral","Memory","unpleasant",3317,17,-26,"unpleasant",1211,"TRUE","FALSE",4222,0.75
"2460","Inclusion","102","HM58","pos","neutral","Memory","pleasant",3093,-11,13,"dont know",2179,NA,"TRUE",11526,0.75
"2461","Inclusion","102","HM59","pos","neutral","Memory","pleasant",1422,10,100,"pleasant",911,"TRUE","TRUE",2012,0.75
"2462","Inclusion","102","HW01","pos","pos","Attitude","pleasant",2745,100,100,"dont know",1281,NA,"FALSE",7472,0.75
"2463","Inclusion","102","HW03","pos","pos","Attitude","pleasant",6606,100,100,"pleasant",3770,"TRUE","TRUE",8378,0.75
"2464","Inclusion","102","HW05","pos","pos","Attitude","pleasant",5252,100,41,"dont know",1517,NA,"TRUE",7658,0.75
"2465","Inclusion","102","HW07","pos","neutral","Memory","unpleasant",1341,21,-85,"unpleasant",1203,"FALSE","TRUE",6551,0.75
"2466","Inclusion","102","HW11","pos","neutral","Memory","pleasant",2436,-8,78,"pleasant",853,"TRUE","FALSE",6834,0.75
"2467","Inclusion","102","HW13","pos","neutral","Memory","pleasant",1491,16,100,"pleasant",1286,"TRUE","FALSE",6391,0.75
"2468","Inclusion","102","HW20","neg","neutral","Attitude","pleasant",10217,0,-43,"unpleasant",1128,"TRUE","TRUE",6044,0.75
"2469","Inclusion","102","HW22","pos","neutral","Memory","pleasant",7127,13,100,"pleasant",1075,"TRUE","FALSE",4091,0.75
"2470","Inclusion","102","HW23","pos","pos","Attitude","pleasant",3088,100,43,"dont know",1055,NA,"TRUE",6321,0.75
"2471","Inclusion","102","HW24","pos","neutral","Memory","unpleasant",3604,0,-33,"unpleasant",2161,"FALSE","TRUE",6746,0.75
"2472","Inclusion","102","HW32","pos","pos","Attitude","pleasant",5020,100,73,"dont know",1438,NA,"TRUE",7921,0.75
"2473","Inclusion","102","HW35","neg","neg","Attitude","unpleasant",1461,-100,-100,"dont know",1472,NA,"FALSE",11183,0.75
"2474","Inclusion","102","HW44","pos","neutral","Memory","pleasant",2041,25,66,"pleasant",1164,"TRUE","TRUE",3903,0.75
"2475","Inclusion","102","HW45","neg","neutral","Memory","pleasant",2686,-11,40,"dont know",2206,NA,"TRUE",6047,0.75
"2476","Inclusion","102","HW50","neg","neg","Attitude","unpleasant",3230,-100,-29,"dont know",1612,NA,"TRUE",8766,0.75
"2477","Inclusion","102","HW54","pos","pos","Attitude","pleasant",11509,100,100,"pleasant",2700,"TRUE","FALSE",3573,0.75
"2478","Inclusion","102","HW57","neg","neutral","Memory","unpleasant",2987,3,-25,"unpleasant",2147,"TRUE","TRUE",5965,0.75
"2479","Inclusion","102","HW59","neg","neg","Attitude","unpleasant",2594,-100,-100,"dont know",981,NA,"FALSE",7895,0.75
"2480","Inclusion","102","HW60","pos","pos","Memory","pleasant",2847,100,100,"pleasant",1039,"TRUE","FALSE",4223,0.75
"2521","Inclusion","104","HM01","pos","neutral","Memory","pleasant",1712,14,0,"pleasant",3175,"TRUE","TRUE",10868,1
"2522","Inclusion","104","HM03","neg","neutral","Memory","unpleasant",1597,-11,-10,"unpleasant",1388,"TRUE","FALSE",11058,1
"2523","Inclusion","104","HM04","neg","neg","Attitude","unpleasant",2006,-96,-27,"dont know",1063,NA,"TRUE",2857,1
"2524","Inclusion","104","HM11","neg","neg","Attitude","unpleasant",4872,-84,-12,"dont know",1628,NA,"FALSE",2642,1
"2525","Inclusion","104","HM13","neg","neutral","Memory","unpleasant",2250,9,7,"unpleasant",864,"TRUE","FALSE",4276,1
"2526","Inclusion","104","HM14","pos","neutral","Memory","pleasant",2984,0,0,"pleasant",916,"TRUE","TRUE",6602,1
"2527","Inclusion","104","HM16","neg","neutral","Memory","unpleasant",4803,0,0,"unpleasant",1610,"TRUE","TRUE",3482,1
"2528","Inclusion","104","HM26","pos","neutral","Memory","pleasant",4907,-16,-31,"pleasant",1062,"TRUE","TRUE",13099,1
"2529","Inclusion","104","HM30","neg","neutral","Memory","unpleasant",3118,0,1,"unpleasant",1650,"TRUE","TRUE",3802,1
"2530","Inclusion","104","HM33","pos","neutral","Memory","pleasant",1174,-13,-12,"pleasant",1038,"TRUE","TRUE",23108,1
"2531","Inclusion","104","HM35","neg","neutral","Memory","unpleasant",1907,-8,-10,"unpleasant",3627,"TRUE","TRUE",2278,1
"2532","Inclusion","104","HM37","neg","neg","Attitude","unpleasant",2709,-96,-85,"dont know",1110,NA,"FALSE",3610,1
"2533","Inclusion","104","HM39","neg","neutral","Memory","unpleasant",2033,11,-18,"unpleasant",1739,"TRUE","FALSE",17204,1
"2534","Inclusion","104","HM45","neg","neg","Attitude","unpleasant",8255,-100,-86,"dont know",909,NA,"TRUE",1157,1
"2535","Inclusion","104","HM46","neg","neutral","Memory","unpleasant",4622,10,0,"unpleasant",2006,"TRUE","TRUE",4459,1
"2536","Inclusion","104","HM49","neg","neg","Attitude","unpleasant",3822,-95,-80,"dont know",715,NA,"TRUE",2597,1
"2537","Inclusion","104","HM50","pos","neutral","Memory","pleasant",1907,5,0,"pleasant",1133,"TRUE","FALSE",11796,1
"2538","Inclusion","104","HM53","pos","pos","Attitude","pleasant",3152,98,82,"dont know",1071,NA,"FALSE",2072,1
"2539","Inclusion","104","HM55","neg","neutral","Memory","unpleasant",3706,-8,-28,"unpleasant",1116,"TRUE","FALSE",5125,1
"2540","Inclusion","104","HM57","neg","neutral","Attitude","pleasant",15866,-10,22,"dont know",2060,NA,"TRUE",4332,1
"2541","Inclusion","104","HM58","pos","neutral","Memory","pleasant",2616,10,16,"dont know",3349,NA,"FALSE",21942,1
"2542","Inclusion","104","HW08","pos","neutral","Memory","pleasant",4836,-11,0,"dont know",2188,NA,"TRUE",3194,1
"2543","Inclusion","104","HW09","pos","neutral","Memory","pleasant",1238,0,-12,"pleasant",775,"TRUE","FALSE",7449,1
"2544","Inclusion","104","HW15","pos","pos","Attitude","pleasant",2280,95,96,"dont know",970,NA,"FALSE",3266,1
"2545","Inclusion","104","HW16","neg","neutral","Memory","unpleasant",2490,0,-10,"unpleasant",1292,"TRUE","FALSE",12589,1
"2546","Inclusion","104","HW17","pos","pos","Attitude","pleasant",2212,96,47,"dont know",693,NA,"TRUE",3856,1
"2547","Inclusion","104","HW19","pos","neutral","Memory","pleasant",1223,-14,-16,"pleasant",1277,"TRUE","FALSE",2742,1
"2548","Inclusion","104","HW20","pos","neutral","Memory","pleasant",5163,0,10,"pleasant",1377,"TRUE","TRUE",2864,1
"2549","Inclusion","104","HW21","pos","pos","Attitude","pleasant",3440,96,89,"dont know",1274,NA,"TRUE",3680,1
"2550","Inclusion","104","HW23","pos","pos","Attitude","pleasant",5126,100,94,"dont know",1390,NA,"TRUE",6789,1
"2551","Inclusion","104","HW25","pos","pos","Attitude","pleasant",2436,100,48,"dont know",704,NA,"FALSE",3009,1
"2552","Inclusion","104","HW29","pos","pos","Attitude","pleasant",2856,100,85,"dont know",1375,NA,"FALSE",2833,1
"2553","Inclusion","104","HW42","neg","neutral","Memory","unpleasant",2578,12,26,"unpleasant",1352,"TRUE","TRUE",3525,1
"2554","Inclusion","104","HW50","neg","neg","Attitude","unpleasant",2736,-100,-89,"dont know",1208,NA,"FALSE",4733,1
"2555","Inclusion","104","HW51","pos","neutral","Attitude","pleasant",8586,0,8,"dont know",2961,NA,"TRUE",4516,1
"2556","Inclusion","104","HW52","neg","neg","Attitude","unpleasant",5035,-84,-10,"dont know",1404,NA,"FALSE",7862,1
"2557","Inclusion","104","HW55","neg","neutral","Memory","unpleasant",3896,14,28,"unpleasant",5167,"TRUE","TRUE",6769,1
"2558","Inclusion","104","HW57","pos","pos","Attitude","pleasant",2617,97,77,"dont know",979,NA,"FALSE",1424,1
"2559","Inclusion","104","HW58","pos","neutral","Memory","pleasant",1854,11,50,"pleasant",1554,"TRUE","FALSE",8728,1
"2560","Inclusion","104","HW59","neg","neg","Attitude","unpleasant",1275,-95,-77,"dont know",1319,NA,"FALSE",2962,1
"2561","Inclusion","109","HM01","neg","neutral","Memory","unpleasant",1374,15,-12,"unpleasant",2115,"TRUE","TRUE",4521,0.875
"2562","Inclusion","109","HM03","pos","neutral","Memory","pleasant",1938,-8,24,"pleasant",810,"TRUE","FALSE",13523,0.875
"2563","Inclusion","109","HM05","pos","pos","Attitude","pleasant",2074,79,67,"dont know",1737,NA,"TRUE",5278,0.875
"2564","Inclusion","109","HM13","pos","neutral","Memory","pleasant",1073,14,5,"pleasant",889,"TRUE","FALSE",1579,0.875
"2565","Inclusion","109","HM16","pos","neutral","Memory","pleasant",1441,-11,16,"pleasant",629,"TRUE","FALSE",5796,0.875
"2566","Inclusion","109","HM19","pos","neutral","Memory","pleasant",1835,-14,-53,"pleasant",1568,"TRUE","FALSE",7826,0.875
"2567","Inclusion","109","HM20","pos","neutral","Memory","pleasant",4137,-6,11,"pleasant",834,"TRUE","FALSE",6066,0.875
"2568","Inclusion","109","HM23","neg","neg","Attitude","unpleasant",1939,-89,-42,"pleasant",2524,"FALSE","FALSE",2629,0.875
"2569","Inclusion","109","HM24","pos","neutral","Attitude","unpleasant",3180,-5,-11,"dont know",1894,NA,"FALSE",6420,0.875
"2570","Inclusion","109","HM29","pos","neutral","Memory","pleasant",1126,12,9,"pleasant",1155,"TRUE","TRUE",4219,0.875
"2571","Inclusion","109","HM33","pos","neutral","Memory","pleasant",1080,-11,10,"dont know",1216,NA,"TRUE",2384,0.875
"2572","Inclusion","109","HM35","pos","neutral","Memory","pleasant",1767,-14,-9,"pleasant",866,"TRUE","TRUE",4223,0.875
"2573","Inclusion","109","HM38","neg","neutral","Memory","unpleasant",2244,17,22,"dont know",2512,NA,"FALSE",1881,0.875
"2574","Inclusion","109","HM40","neg","neutral","Attitude","unpleasant",8102,7,11,"dont know",918,NA,"FALSE",11586,0.875
"2575","Inclusion","109","HM43","neg","neg","Attitude","unpleasant",1914,-86,-24,"dont know",1411,NA,"FALSE",7173,0.875
"2576","Inclusion","109","HM44","neg","neutral","Memory","unpleasant",1873,8,16,"unpleasant",967,"TRUE","TRUE",3626,0.875
"2577","Inclusion","109","HM45","neg","neg","Attitude","unpleasant",1797,-90,-43,"dont know",772,NA,"FALSE",2661,0.875
"2578","Inclusion","109","HM46","neg","neutral","Attitude","pleasant",2450,13,32,"pleasant",1154,"FALSE","FALSE",13361,0.875
"2579","Inclusion","109","HM59","pos","pos","Attitude","pleasant",2791,98,34,"dont know",816,NA,"FALSE",5860,0.875
"2580","Inclusion","109","HM60","pos","neutral","Memory","pleasant",2092,-7,-11,"pleasant",1234,"TRUE","TRUE",8707,0.875
"2581","Inclusion","109","HW01","pos","pos","Attitude","pleasant",2212,78,64,"dont know",2008,NA,"FALSE",6884,0.875
"2582","Inclusion","109","HW05","pos","pos","Attitude","pleasant",4081,83,86,"dont know",1884,NA,"FALSE",7318,0.875
"2583","Inclusion","109","HW06","pos","pos","Attitude","pleasant",1380,77,48,"dont know",1597,NA,"TRUE",5049,0.875
"2584","Inclusion","109","HW08","neg","neg","Attitude","unpleasant",1650,-98,-20,"dont know",684,NA,"TRUE",4234,0.875
